timestamp,type,message
"2026-04-10T15:00:32.318Z","output","│  🧠 WARM-UP CANDIDATES: select-question x72 (suppressed: recently used 60s ago), select-category x13 (suppressed: recently used 60s ago)│"
"2026-04-10T15:00:32.318Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-10T15:00:32.319Z","output","└──────────────────────────────────────────────────┘"
"2026-04-10T15:00:32.319Z","output","[Warm-up] Skipped select-question: recently used 60s ago."
"2026-04-10T15:00:32.319Z","output","[Warm-up] Skipped select-category: recently used 60s ago."
"2026-04-10T15:00:32.319Z","output","[Warm-up Decision] function=select-question eligible=NO warmed_up=NO reason=recently used 60s ago"
"2026-04-10T15:00:32.319Z","output","[Warm-up Decision] function=select-category eligible=NO warmed_up=NO reason=recently used 60s ago"
"2026-04-10T15:00:32.320Z","output","
[Active Session: User ID 8]"
"2026-04-11T02:44:37.258Z","session","--- manual_invoke.js session started ---"
"2026-04-11T02:44:37.260Z","output","==================================================="
"2026-04-11T02:44:37.260Z","output","   OPENFAAS AI PROACTIVE MONITORING SYSTEM       "
"2026-04-11T02:44:37.261Z","output","==================================================="
"2026-04-11T02:44:37.261Z","output","
[Active Session: User ID 1]"
"2026-04-11T02:44:44.849Z","input","Enter function name (or ""exit""): login1"
"2026-04-11T02:44:52.496Z","input","Enter payload JSON (Press Enter for default): {""email"":""aloka@gmail.com"",""password"":""abcdef""}"
"2026-04-11T02:44:52.497Z","output","Authenticating via OpenFaaS..."
"2026-04-11T02:44:52.646Z","output","Logged metrics for login1 → Can't reach service for: login1.
"
"2026-04-11T02:44:52.646Z","output","⚠️  Login response did not contain a User ID."
"2026-04-11T02:44:52.646Z","output","[AI] Sending function details with status..."
"2026-04-11T02:44:53.049Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T02:44:53.049Z","output","│  🥇 TOP 1: N/A                                │"
"2026-04-11T02:44:53.049Z","output","│  🥈 TOP 2: N/A                                │"
"2026-04-11T02:44:53.049Z","output","│  🔥 SELECTED WARM-UP: N/A                   │"
"2026-04-11T02:44:53.049Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T02:44:53.049Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T02:44:53.050Z","output","[Warm-up] No eligible candidates found from AI response."
"2026-04-11T02:44:53.050Z","output","
[Active Session: User ID 1]"
"2026-04-11T02:44:56.998Z","input","Enter function name (or ""exit""): login1"
"2026-04-11T02:45:01.052Z","input","Enter payload JSON (Press Enter for default): {""email"":""aloka@gmail.com"",""password"":""abcdef""}"
"2026-04-11T02:45:01.052Z","output","Authenticating via OpenFaaS..."
"2026-04-11T02:45:01.269Z","output","Logged metrics for login1 → {""statusCode"":200,""body"":""{\""message\"":\""Login successful\"",\""user\"":{\""id\"":1,\""email\"":\""aloka@gmail.com\"",\""first_name\"":\""aloka\""},\""T4\"":1775875501098}""}"
"2026-04-11T02:45:01.270Z","output","✅ User ID 1 verified."
"2026-04-11T02:45:01.270Z","output","[AI] Sending function details with status..."
"2026-04-11T02:45:01.458Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T02:45:01.458Z","output","│  🥇 TOP 1: N/A                                │"
"2026-04-11T02:45:01.458Z","output","│  🥈 TOP 2: N/A                                │"
"2026-04-11T02:45:01.458Z","output","│  🔥 SELECTED WARM-UP: N/A                   │"
"2026-04-11T02:45:01.458Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T02:45:01.458Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T02:45:01.458Z","output","[Warm-up] No eligible candidates found from AI response."
"2026-04-11T02:45:01.458Z","output","
[Active Session: User ID 1]"
"2026-04-11T02:54:35.722Z","output","==================================================="
"2026-04-11T02:54:35.723Z","output","   OPENFAAS HYBRID PROACTIVE MONITORING SYSTEM     "
"2026-04-11T02:54:35.723Z","output","==================================================="
"2026-04-11T02:54:42.247Z","input","
[User 1] Enter function: login1"
"2026-04-11T02:54:42.248Z","output","Invoking login1..."
"2026-04-11T02:54:42.275Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""auth\"":false,\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775876082264}""}"
"2026-04-11T02:54:42.455Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T02:54:42.455Z","output","│  🤖 AI PREDICT: select-category                 │"
"2026-04-11T02:54:42.456Z","output","│  🧩 PATTERN  : login1                          │"
"2026-04-11T02:54:42.456Z","output","│  🔥 SELECTED : select-category                 │"
"2026-04-11T02:54:42.456Z","output","│  💡 REASON   : AI Dominant (AI:1.00 > PatScore:│"
"2026-04-11T02:54:42.456Z","output","│  ✅ WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T02:54:42.456Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T02:54:42.457Z","output","[Warm-up] Invoking select-category (not invoked yet)..."
"2026-04-11T02:54:42.471Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""select-category\"",\""categories\"":[{\""cat_id\"":1,\""cat_name\"":\""Data Structures\""},{\""cat_id\"":2,\""cat_name\"":\""OOP\""},{\""cat_id\"":3,\""cat_name\"":\""SQL\""}],\""message\"":\""Send categoryId to continue\"",\""T4\"":1775876082467}""}"
"2026-04-11T02:58:57.990Z","output","==================================================="
"2026-04-11T02:58:57.991Z","output","   OPENFAAS HYBRID PROACTIVE MONITORING SYSTEM     "
"2026-04-11T02:58:57.991Z","output","==================================================="
"2026-04-11T02:59:02.172Z","input","
Enter function name (or ""exit""): login1"
"2026-04-11T02:59:18.735Z","input","Enter payload JSON for login1 (Press Enter for default): {""email"":""aloka@gmail.com"",""password"":""abcdef""}"
"2026-04-11T02:59:18.736Z","output","Invoking login1..."
"2026-04-11T02:59:18.760Z","output","Logged metrics for login1 → {""statusCode"":200,""body"":""{\""message\"":\""Login successful\"",\""user\"":{\""id\"":1,\""email\"":\""aloka@gmail.com\"",\""first_name\"":\""aloka\""},\""T4\"":1775876358751}""}"
"2026-04-11T02:59:18.940Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T02:59:18.941Z","output","│  🤖 AI PREDICT: select-category                 │"
"2026-04-11T02:59:18.941Z","output","│  🧩 PATTERN  : select-category                 │"
"2026-04-11T02:59:18.941Z","output","│  🔥 SELECTED : select-category                 │"
"2026-04-11T02:59:18.941Z","output","│  💡 REASON   : Strong Agreement (AI:1.00, PatSc│"
"2026-04-11T02:59:18.941Z","output","│  ✅ WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T02:59:18.941Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T02:59:18.942Z","output","[Warm-up] Invoking select-category (not invoked yet)..."
"2026-04-11T02:59:18.954Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""select-category\"",\""categories\"":[{\""cat_id\"":1,\""cat_name\"":\""Data Structures\""},{\""cat_id\"":2,\""cat_name\"":\""OOP\""},{\""cat_id\"":3,\""cat_name\"":\""SQL\""}],\""message\"":\""Send categoryId to continue\"",\""T4\"":1775876358951}""}"
"2026-04-11T02:59:40.762Z","input","
Enter function name (or ""exit""): logout"
"2026-04-11T02:59:48.702Z","input","Enter payload JSON for logout (Press Enter for default): {""email"":""aloka@gmail.com""}"
"2026-04-11T02:59:48.702Z","output","Invoking logout..."
"2026-04-11T02:59:48.830Z","output","Logged metrics for logout → "
"2026-04-11T02:59:49.026Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T02:59:49.026Z","output","│  🤖 AI PREDICT: select-category                 │"
"2026-04-11T02:59:49.026Z","output","│  🧩 PATTERN  : logout                          │"
"2026-04-11T02:59:49.026Z","output","│  🔥 SELECTED : select-category                 │"
"2026-04-11T02:59:49.027Z","output","│  💡 REASON   : AI Dominant (AI:1.00 > PatScore:│"
"2026-04-11T02:59:49.027Z","output","│  ✅ WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T02:59:49.027Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T02:59:52.514Z","input","
Enter function name (or ""exit""): logout"
"2026-04-11T02:59:54.136Z","input","Enter payload JSON for logout (Press Enter for default): {""email"":""aloka@gmail.com""}"
"2026-04-11T02:59:54.136Z","output","Invoking logout..."
"2026-04-11T02:59:54.326Z","output","Logged metrics for logout → {""statusCode"":200,""body"":""{\""message\"":\""Logout successful\"",\""email\"":\""aloka@gmail.com\"",\""T4\"":1775876394158}""}"
"2026-04-11T02:59:54.502Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T02:59:54.502Z","output","│  🤖 AI PREDICT: select-category                 │"
"2026-04-11T02:59:54.502Z","output","│  🧩 PATTERN  : login1                          │"
"2026-04-11T02:59:54.503Z","output","│  🔥 SELECTED : select-category                 │"
"2026-04-11T02:59:54.503Z","output","│  💡 REASON   : AI Dominant (AI:1.00 > PatScore:│"
"2026-04-11T02:59:54.503Z","output","│  ✅ WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T02:59:54.503Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:19:29.126Z","session","--- manual_invoke.js session started ---"
"2026-04-11T03:19:29.127Z","output","==================================================="
"2026-04-11T03:19:29.128Z","output","   OPENFAAS AI PROACTIVE MONITORING SYSTEM       "
"2026-04-11T03:19:29.128Z","output","==================================================="
"2026-04-11T03:19:29.128Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:19:40.875Z","input","Enter function name (or ""exit""): signup"
"2026-04-11T03:20:51.142Z","input","Enter payload JSON (Press Enter for default): {""email"":""newguest@gmail.com"",""first_name"":""Guest"",""last_name"":""User"",""password"":""guest123""}"
"2026-04-11T03:20:51.142Z","output","Invoking signup..."
"2026-04-11T03:20:51.280Z","output","Logged metrics for signup → "
"2026-04-11T03:20:51.280Z","output","[AI] Sending function details with status..."
"2026-04-11T03:20:51.630Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:20:51.631Z","output","│  🥇 TOP 1: select-category (99.99%)           │"
"2026-04-11T03:20:51.631Z","output","│  🥈 TOP 2: login1 (0.01%)                     │"
"2026-04-11T03:20:51.631Z","output","│  🔥 SELECTED WARM-UP: signup                │"
"2026-04-11T03:20:51.631Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:20:51.631Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:20:51.632Z","output","[Warm-up] Invoking select-category (not invoked yet)..."
"2026-04-11T03:20:51.650Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""select-category\"",\""categories\"":[{\""cat_id\"":1,\""cat_name\"":\""Data Structures\""},{\""cat_id\"":2,\""cat_name\"":\""OOP\""},{\""cat_id\"":3,\""cat_name\"":\""SQL\""}],\""message\"":\""Send categoryId to continue\"",\""T4\"":1775877651644}""}"
"2026-04-11T03:20:51.650Z","output","[Warm-up] select-category completed with status Success."
"2026-04-11T03:20:51.650Z","output","[Warm-up] Invoking login1 (not invoked yet)..."
"2026-04-11T03:20:51.676Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""auth\"":false,\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775877651670}""}"
"2026-04-11T03:20:51.677Z","output","[Warm-up] login1 completed with status Failed."
"2026-04-11T03:20:51.678Z","output","[Warm-up Decision] function=select-category eligible=YES warmed_up=YES reason=not invoked yet status=Success"
"2026-04-11T03:20:51.678Z","output","[Warm-up Decision] function=login1 eligible=YES warmed_up=YES reason=not invoked yet status=Failed"
"2026-04-11T03:20:51.678Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:22:23.827Z","input","Enter function name (or ""exit""): login1"
"2026-04-11T03:22:38.079Z","input","Enter payload JSON (Press Enter for default): {""email"":""newguest@gmail.com"",""password"":""guest123""}"
"2026-04-11T03:22:38.080Z","output","Authenticating via OpenFaaS..."
"2026-04-11T03:22:38.096Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""T4\"":1775877758093}""}"
"2026-04-11T03:22:38.096Z","output","⚠️  Login response did not contain a User ID."
"2026-04-11T03:22:38.096Z","output","[AI] Sending function details with status..."
"2026-04-11T03:22:38.321Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:22:38.321Z","output","│  🥇 TOP 1: select-category (100.00%)          │"
"2026-04-11T03:22:38.321Z","output","│  🥈 TOP 2: login1 (0.00%)                     │"
"2026-04-11T03:22:38.321Z","output","│  🔥 SELECTED WARM-UP: login1                │"
"2026-04-11T03:22:38.321Z","output","│  🧠 WARM-UP CANDIDATES: login1 x13 (suppressed: recently used 0s ago), forgot-password x1 (eligible)│"
"2026-04-11T03:22:38.321Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:22:38.322Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:22:38.322Z","output","[Warm-up] Invoking forgot-password (not invoked yet)..."
"2026-04-11T03:22:38.489Z","output","Logged metrics for forgot-password → "
"2026-04-11T03:22:38.489Z","output","[Warm-up] forgot-password completed with status Failed."
"2026-04-11T03:22:38.489Z","output","[Warm-up Decision] function=forgot-password eligible=YES warmed_up=YES reason=not invoked yet status=Failed"
"2026-04-11T03:22:38.489Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:22:57.175Z","input","Enter function name (or ""exit""): login1"
"2026-04-11T03:22:59.232Z","input","Enter payload JSON (Press Enter for default): {""email"":""newguest@gmail.com"",""password"":""guest123""}"
"2026-04-11T03:22:59.233Z","output","Authenticating via OpenFaaS..."
"2026-04-11T03:22:59.253Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""T4\"":1775877779248}""}"
"2026-04-11T03:22:59.253Z","output","⚠️  Login response did not contain a User ID."
"2026-04-11T03:22:59.253Z","output","[AI] Sending function details with status..."
"2026-04-11T03:22:59.441Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:22:59.441Z","output","│  🥇 TOP 1: select-category (100.00%)          │"
"2026-04-11T03:22:59.441Z","output","│  🥈 TOP 2: login1 (0.00%)                     │"
"2026-04-11T03:22:59.441Z","output","│  🔥 SELECTED WARM-UP: login1                │"
"2026-04-11T03:22:59.441Z","output","│  🧠 WARM-UP CANDIDATES: login1 x8 (suppressed: recently used 0s ago), forgot-password x1 (suppressed: recently used 21s ago)│"
"2026-04-11T03:22:59.441Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:22:59.441Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:22:59.442Z","output","[Warm-up] Skipped forgot-password: recently used 21s ago."
"2026-04-11T03:22:59.442Z","output","[Warm-up Decision] function=forgot-password eligible=NO warmed_up=NO reason=recently used 21s ago"
"2026-04-11T03:22:59.442Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:23:26.650Z","input","Enter function name (or ""exit""): select-category"
"2026-04-11T03:23:43.903Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":""1""}"
"2026-04-11T03:23:43.904Z","output","Invoking select-category..."
"2026-04-11T03:23:43.918Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""choose-action\"",\""categoryId\"":\""1\"",\""options\"":[{\""id\"":1,\""name\"":\""Select Subcategory\""},{\""id\"":2,\""name\"":\""Questions\""}],\""message\"":\""Send {categoryId, optionId} → 1=subcategory, 2=questions\"",\""T4\"":1775877823912}""}"
"2026-04-11T03:23:43.918Z","output","[AI] Sending function details with status..."
"2026-04-11T03:23:44.164Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:23:44.164Z","output","│  🥇 TOP 1: select-category (100.00%)          │"
"2026-04-11T03:23:44.165Z","output","│  🥈 TOP 2: select-sub-category (0.00%)        │"
"2026-04-11T03:23:44.165Z","output","│  🔥 SELECTED WARM-UP: select-sub-category   │"
"2026-04-11T03:23:44.165Z","output","│  🧠 WARM-UP CANDIDATES: select-sub-category x380 (eligible)│"
"2026-04-11T03:23:44.165Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:23:44.165Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:23:44.165Z","output","[Warm-up] Invoking select-sub-category (not invoked yet)..."
"2026-04-11T03:23:44.353Z","output","Logged metrics for select-sub-category → "
"2026-04-11T03:23:44.353Z","output","[Warm-up] select-sub-category completed with status Failed."
"2026-04-11T03:23:44.354Z","output","[Warm-up Decision] function=select-sub-category eligible=YES warmed_up=YES reason=not invoked yet status=Failed"
"2026-04-11T03:23:44.354Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:24:27.246Z","input","Enter function name (or ""exit""): select-sub-category"
"2026-04-11T03:24:29.463Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":""1""}"
"2026-04-11T03:24:29.464Z","output","Invoking select-sub-category..."
"2026-04-11T03:24:29.574Z","output","Logged metrics for select-sub-category → {""statusCode"":200,""body"":""{\""step\"":\""select-subcategory\"",\""categoryId\"":\""1\"",\""subCategories\"":[{\""sub_cat_id\"":10,\""sub_name\"":\""Arrays\"",\""description\"":\""An array is a collection of elements stored at contiguous memory locations. Each element can be accessed using an index. Arrays are useful for storing fixed-size collections of elements where quick access by index is required.\\r\\nExample Use: Storing scores of students, daily temperatures.\""},{\""sub_cat_id\"":11,\""sub_name\"":\""Linked Lists\"",\""description\"":\""A linked list is a sequence of nodes where each node contains data and a reference (pointer) to the next node. Unlike arrays, linked lists allow dynamic memory allocation and easy insertion/deletion but slower access by index.\\r\\nExample Use: Implementing queues, dynamic memory storage.\""},{\""sub_cat_id\"":12,\""sub_name\"":\""Stacks\"",\""description\"":\""A stack is a linear structure following LIFO (Last-In, First-Out). Operations are mainly push (insert) and pop (remove). Stacks are used in scenarios like reversing data or handling function calls.\\r\\nExample Use: Undo feature in editors, expression evaluation.\""},{\""sub_cat_id\"":13,\""sub_name\"":\""Queues\"",\""description\"":\""queue is a linear structure following FIFO (First-In, First-Out). Operations include enqueue (insert) and dequeue (remove). Variants include circular queues and priority queues.\\r\\nExample Use: Printer job scheduling, task scheduling.\""},{\""sub_cat_id\"":14,\""sub_name\"":\""Trees\"",\""description\"":\""Trees are hierarchical data structures with nodes connected by edges. The top node is called the root, and each node can have child nodes. Binary trees, binary search trees (BST), and heaps are common types.\\nExample Use: Organizing hierarchical data like folders, database indexing.\""},{\""sub_cat_id\"":15,\""sub_name\"":\""Graphs\"",\""description\"":\""Graphs consist of nodes (vertices) connected by edges. Graphs can be directed or undirected, weighted or unweighted. Useful for modeling networks and relationships.\\r\\nExample Use: Social networks, GPS route finding.\""},{\""sub_cat_id\"":16,\""sub_name\"":\""Hash Tables\"",\""description\"":\""Hash tables store key-value pairs and provide fast access using a hash function. They are efficient for searching, insertion, and deletion operations.\\r\\nExample Use: Caching data, counting frequency of elements.\""}],\""message\"":\""Send {categoryId, subCategoryId} to get questions\"",\""T4\"":1775877869481}""}"
"2026-04-11T03:24:29.575Z","output","[AI] Sending function details with status..."
"2026-04-11T03:24:29.768Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:24:29.768Z","output","│  🥇 TOP 1: select-category (97.06%)           │"
"2026-04-11T03:24:29.768Z","output","│  🥈 TOP 2: select-question (2.91%)            │"
"2026-04-11T03:24:29.769Z","output","│  🔥 SELECTED WARM-UP: select-question       │"
"2026-04-11T03:24:29.769Z","output","│  🧠 WARM-UP CANDIDATES: select-question x286 (eligible), select-category x49 (suppressed: recently used 46s ago)│"
"2026-04-11T03:24:29.769Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:24:29.769Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:24:29.769Z","output","[Warm-up] Invoking select-question (not invoked yet)..."
"2026-04-11T03:24:29.926Z","output","Logged metrics for select-question → "
"2026-04-11T03:24:29.927Z","output","[Warm-up] select-question completed with status Failed."
"2026-04-11T03:24:29.927Z","output","[Warm-up] Skipped select-category: recently used 46s ago."
"2026-04-11T03:24:29.927Z","output","[Warm-up Decision] function=select-question eligible=YES warmed_up=YES reason=not invoked yet status=Failed"
"2026-04-11T03:24:29.927Z","output","[Warm-up Decision] function=select-category eligible=NO warmed_up=NO reason=recently used 46s ago"
"2026-04-11T03:24:29.927Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:25:06.710Z","input","Enter function name (or ""exit""): select-qestion"
"2026-04-11T03:25:08.620Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":""1""}"
"2026-04-11T03:25:08.620Z","output","Invoking select-qestion..."
"2026-04-11T03:25:08.623Z","output","Logged metrics for select-qestion → error finding function select-qestion.openfaas-fn: server returned non-200 status code (404) for function, select-qestion, body: "
"2026-04-11T03:25:08.623Z","output","[AI] Sending function details with status..."
"2026-04-11T03:25:08.629Z","output","[System] AI Service is offline."
"2026-04-11T03:25:08.629Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:25:18.916Z","input","Enter function name (or ""exit""): select-question"
"2026-04-11T03:25:21.546Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":""1""}"
"2026-04-11T03:25:21.546Z","output","Invoking select-question..."
"2026-04-11T03:25:21.701Z","output","Logged metrics for select-question → {""statusCode"":200,""body"":""{\""questions\"":[{\""question_id\"":1100,\""question\"":\""1.What is an array and how is memory allocated for arrays?\""},{\""question_id\"":1101,\""question\"":\""2.Write an algorithm to find the largest element in an array.\""},{\""question_id\"":1102,\""question\"":\""3.How do you insert an element at a specific position in an array?\""},{\""question_id\"":1103,\""question\"":\""4.What is the difference between static and dynamic arrays?\""},{\""question_id\"":1104,\""question\"":\""5.Write a program to reverse an array.\""},{\""question_id\"":1110,\""question\"":\""1.What is a linked list and how is it different from an array?\""},{\""question_id\"":1111,\""question\"":\""2.Explain singly linked list and doubly linked list.\""},{\""question_id\"":1112,\""question\"":\""3.How do you insert a node at the beginning of a linked list?\""},{\""question_id\"":1113,\""question\"":\""4.How do you delete a node from a linked list?\""},{\""question_id\"":1114,\""question\"":\""5.What are advantages and disadvantages of linked lists?\""},{\""question_id\"":1120,\""question\"":\""1.What is a stack and explain LIFO principle.\""},{\""question_id\"":1121,\""question\"":\""2.Explain push and pop operations with example.\""},{\""question_id\"":1122,\""question\"":\""3. Write an algorithm to check balanced parentheses using stack.\""},{\""question_id\"":1123,\""question\"":\""4.What are applications of stack in real-world systems?\""},{\""question_id\"":1124,\""question\"":\""5.What is stack overflow and stack underflow?\""},{\""question_id\"":1130,\""question\"":\""1.What is a queue and explain FIFO principle.\""},{\""question_id\"":1131,\""question\"":\""2.Explain enqueue and dequeue operations.\""},{\""question_id\"":1132,\""question\"":\""3.What is circular queue and why is it used?\""},{\""question_id\"":1133,\""question\"":\""4.Difference between queue and priority queue.\""},{\""question_id\"":1134,\""question\"":\""5.What are applications of queues?\""},{\""question_id\"":1140,\""question\"":\""1.What is a tree data structure? Define root, leaf, and height.\""},{\""question_id\"":1141,\""question\"":\""2.Explain binary tree and binary search tree (BST).\""},{\""question_id\"":1142,\""question\"":\""3.What is tree traversal? Explain in-order traversal.\""},{\""question_id\"":1143,\""question\"":\""4.How do you insert a node in a binary search tree?\""},{\""question_id\"":1144,\""question\"":\""5.What are applications of trees?\""},{\""question_id\"":1150,\""question\"":\""1.What is a graph? Define vertex and edge.\""},{\""question_id\"":1151,\""question\"":\""2.Difference between directed and undirected graphs.\\r\\n\\r\\n\""},{\""question_id\"":1152,\""question\"":\""3.Explain Breadth First Search (BFS).\\r\\n\\r\\n\""},{\""question_id\"":1153,\""question\"":\""4.Explain Depth First Search (DFS).\\r\\n\\r\\n\\r\\n\\r\\n\""},{\""question_id\"":1154,\""question\"":\""5.What are real-world applications of graphs?\\r\\n\""},{\""question_id\"":1160,\""question\"":\""1.What is hashing and hash function?\\r\\n\""},{\""question_id\"":1161,\""question\"":\""2.What is collision in hashing?\\r\\n\""},{\""question_id\"":1162,\""question\"":\""3.Explain collision handling techniques.\\r\\n\""},{\""question_id\"":1163,\""question\"":\""4.What is a hash table and its advantages?\\r\\n\\r\\n\""},{\""question_id\"":1164,\""question\"":\""5.Difference between hash table and array.\""}],\""filterUsed\"":{\""categoryId\"":\""1\"",\""subCategoryId\"":null},\""count\"":35,\""T4\"":1775877921575}""}"
"2026-04-11T03:25:21.701Z","output","[AI] Sending function details with status..."
"2026-04-11T03:25:21.884Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:25:21.884Z","output","│  🥇 TOP 1: select-category (82.22%)           │"
"2026-04-11T03:25:21.884Z","output","│  🥈 TOP 2: login1 (16.51%)                    │"
"2026-04-11T03:25:21.884Z","output","│  🔥 SELECTED WARM-UP: select-category       │"
"2026-04-11T03:25:21.884Z","output","│  🧠 WARM-UP CANDIDATES: select-category x148 (suppressed: recently used 98s ago), logout x138 (eligible)│"
"2026-04-11T03:25:21.884Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:25:21.884Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:25:21.884Z","output","[Warm-up] Skipped select-category: recently used 98s ago."
"2026-04-11T03:25:21.885Z","output","[Warm-up] Invoking logout (not invoked yet)..."
"2026-04-11T03:25:21.898Z","output","Logged metrics for logout → {""statusCode"":400,""body"":""{\""error\"":\""Already logged out. Login first\"",\""T4\"":1775877921892}""}"
"2026-04-11T03:25:21.898Z","output","[Warm-up] logout completed with status Failed."
"2026-04-11T03:25:21.898Z","output","[Warm-up Decision] function=select-category eligible=NO warmed_up=NO reason=recently used 98s ago"
"2026-04-11T03:25:21.898Z","output","[Warm-up Decision] function=logout eligible=YES warmed_up=YES reason=not invoked yet status=Failed"
"2026-04-11T03:25:21.899Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:26:39.071Z","session","--- manual_invoke.js session started ---"
"2026-04-11T03:26:39.073Z","output","==================================================="
"2026-04-11T03:26:39.073Z","output","   OPENFAAS AI PROACTIVE MONITORING SYSTEM       "
"2026-04-11T03:26:39.073Z","output","==================================================="
"2026-04-11T03:26:39.073Z","output","
[Active Session: User ID 1]"
"2026-04-11T03:26:43.215Z","input","Enter function name (or ""exit""): logout"
"2026-04-11T03:27:21.569Z","input","Enter payload JSON (Press Enter for default): {""email"":""newguest@gmail.com""}"
"2026-04-11T03:27:21.570Z","output","Invoking logout..."
"2026-04-11T03:27:21.597Z","output","Logged metrics for logout → {""statusCode"":404,""body"":""{\""error\"":\""Email not found\"",\""T4\"":1775878041589}""}"
"2026-04-11T03:27:21.597Z","output","[AI] Sending function details with status..."
"2026-04-11T03:27:21.768Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-11T03:27:21.769Z","output","│  🧠 WARM-UP CANDIDATES: logout x1 (suppressed: recently used 0s ago)│"
"2026-04-11T03:27:21.770Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-11T03:27:21.770Z","output","└──────────────────────────────────────────────────┘"
"2026-04-11T03:27:21.771Z","output","[Warm-up] Invoking login1 (not invoked yet)..."
"2026-04-11T03:27:21.788Z","output","Logged metrics for login1 → {""statusCode"":401,""body"":""{\""error\"":\""Invalid credentials\"",\""auth\"":false,\""user\"":{\""id\"":3,\""email\"":\""user@example.com\"",\""first_name\"":\""Jane\""},\""T4\"":1775878041783}""}"
"2026-04-11T03:27:21.788Z","output","[Warm-up] login1 completed with status Failed."
"2026-04-11T03:27:21.789Z","output","[Warm-up Decision] function=login1 eligible=YES warmed_up=YES reason=not invoked yet status=Failed"
